id,name,type,frameType,race,attribute,level,atk,def,archetype,desc,image_url
13166648,Double Dragon Descent,Trap Card,trap,Normal,,,,,,"When an opponent's Xyz Monster declares a direct attack: Special Summon 1 LIGHT Dragon-Type Xyz Monster from your Extra Deck in Attack Position, then the attacking monster attacks it instead, and you proceed to damage calculation. Its ATK becomes equal to the attacking monster's, also its effects are negated. You can only activate 1 ""Double Dragon Descent"" per turn.",https://images.ygoprodeck.com/images/cards/13166648.jpg
28355719,Double Dude Token,Token,token,Warrior,,,,,Destiny HERO,"Special Summoned with the effect of ""Destiny HERO - Double Dude"".",https://images.ygoprodeck.com/images/cards/28355719.jpg
35479109,Double Dust Tornado Twins,Trap Card,trap,Normal,,,,,,"Target any number of Set cards in your Spell & Trap Zone; return this card to the hand, along with as many of those Set cards as possible (min. 1), then you can Set Spells/Traps from your hand equal to the number of cards returned to your hand by this effect. You can only activate 1 ""Double Dust Tornado Twins"" per turn.",https://images.ygoprodeck.com/images/cards/35479109.jpg
38179121,Double Evolution Pill,Spell Card,spell,Normal,,,,,,"Banish 1 Dinosaur monster and 1 non-Dinosaur monster from your hand and/or GY; Special Summon 1 Level 7 or higher Dinosaur monster from your hand or Deck, ignoring its Summoning conditions. You can only activate 1 ""Double Evolution Pill"" per turn.",https://images.ygoprodeck.com/images/cards/38179121.jpg
300103005,Double Evolution Pill (Skill Card),Skill Card,skill,Rex,,,,,,"At the start of your Draw Phase, instead of drawing a card, you can pay 1500 LP to activate this Skill. Banish 1 Dinosaur monster and 1 non-Dinosaur monster from your hand and/or GY; Special Summon 1 Level 7 or higher Dinosaur monster from your hand or Deck, ignoring its Summoning conditions. This Skill can only be used once per Duel. ",https://images.ygoprodeck.com/images/cards/300103005.jpg
81881839,Double Exposure,Spell Card,spell,Continuous,,,,,,"You can target 2 Level 6 or lower monsters with the same name on the field; their Levels are doubled. At the start of the Battle Phase: You can target 1 ""Cipher"" monster you control; choose 1 other face-up monster on the field, and its name becomes that ""Cipher"" monster's, until the End Phase. You can only use each effect of ""Double Exposure"" once per turn.",https://images.ygoprodeck.com/images/cards/81881839.jpg
64319467,Double Fin Shark,Effect Monster,effect,Fish,WATER,4.0,1000.0,1200.0,,"When this card is Normal Summoned: You can target 1 Level 3 or 4 WATER Fish-Type monster in your Graveyard; Special Summon that target in Defense Position, but it has its effects negated. You cannot Special Summon any monsters during the turn you activate this effect, except WATER monsters.",https://images.ygoprodeck.com/images/cards/64319467.jpg
10218411,Double Fusion,Spell Card,spell,Normal,,,,,Fusion,"Pay 500 LP; Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field, then you can Fusion Summon 1 more Fusion Monster from your Extra Deck, using monsters from your hand or field.",https://images.ygoprodeck.com/images/cards/10218411.jpg
146746,Double Headed Anger Knuckle,Link Monster,link,Machine,EARTH,,1500.0,,Train,"2 Machine monsters
Cannot be used as Link Material. You can only use 1 of the following effects of ""Double Headed Anger Knuckle"" per turn, and only once that turn.
● During the Main Phase (Quick Effect): You can send 1 monster from your hand or field to the GY, then target 1 Level 10 Machine monster in your GY; Special Summon it in Defense Position, but negate its effects.
● If this card is in your GY: You can send 1 card from your hand or field to the GY; Special Summon this card.",https://images.ygoprodeck.com/images/cards/146746.jpg
73239437,Double Hero Attack,Spell Card,spell,Quick-Play,,,,,Elemental HERO,"If you control a Fusion Monster that lists ""Elemental HERO Neos"" as material: Target 1 ""HERO"" Fusion Monster in your GY; Special Summon it, ignoring its Summoning conditions. You can only activate 1 ""Double Hero Attack"" per turn.",https://images.ygoprodeck.com/images/cards/73239437.jpg
6214163,Double Hooking,Trap Card,trap,Continuous,,,,,,"Activate by discarding 1 card, then target up to 2 monsters in your GY; Special Summon them. When any of those monsters leaves the field, destroy this card. When this card leaves the field, destroy those monster(s). You can only activate 1 ""Double Hooking"" per turn.",https://images.ygoprodeck.com/images/cards/6214163.jpg
49684352,Double Iris Magician,Pendulum Effect Monster,effect_pendulum,Spellcaster,DARK,4.0,1500.0,1000.0,Magician,"[ Pendulum Effect ] 
Once per turn: You can target 1 DARK Spellcaster-Type monster you control; apply this effect to it, then destroy this card. Once applied, double any battle damage that monster inflicts to your opponent this turn if it battles an opponent's monster.

[ Monster Effect ] 
(This card is always treated as a ""Pendulum Dragon"" card.)
If this card is destroyed by battle or card effect: You can add 1 ""Pendulumgraph"" card from your Deck to your hand.",https://images.ygoprodeck.com/images/cards/49684352.jpg
72621670,Double Magical Arm Bind,Trap Card,trap,Normal,,,,,,"Tribute 2 monsters, then target 2 face-up monsters your opponent controls; take control of both targets until your End Phase.",https://images.ygoprodeck.com/images/cards/72621670.jpg
94770493,Double or Nothing!,Spell Card,spell,Quick-Play,,,,,,"When a monster's attack is negated: Target that monster; it can make a second attack during this Battle Phase, and if it does, its ATK is doubled during the Damage Step only.",https://images.ygoprodeck.com/images/cards/94770493.jpg
5914184,Double Payback,Trap Card,trap,Continuous,,,,,,"Activate only when you take 1000 or more damage from your opponent's card effect: Place 1 Payback Counter on this card for every 1000 damage you took. During the End Phase of your opponent's next turn: Destroy this card, and if you do, inflict 2000 damage to your opponent for each Payback Counter on this card.",https://images.ygoprodeck.com/images/cards/5914184.jpg
60832978,Double Resonator,Tuner Monster,effect,Fiend,FIRE,1.0,0.0,0.0,Resonator,"If this card is Normal or Special Summoned: You can target 1 face-up monster on the field; that target is treated as a Tuner this turn. You can banish this card from your GY, then target 1 Fiend monster you control; that Fiend monster is treated as a Tuner this turn. You can only use this effect of ""Double Resonator"" once per turn.",https://images.ygoprodeck.com/images/cards/60832978.jpg
17643265,Double Shark,Effect Monster,effect,Fish,WATER,4.0,1200.0,1600.0,,When this card is Normal Summoned: You can reduce the Levels of all Level 4 Fish-Type monsters you currently control by 1. This card can make a second attack during each Battle Phase.,https://images.ygoprodeck.com/images/cards/17643265.jpg
3682106,Double Snare,Spell Card,spell,Normal,,,,,,Destroy 1 face-up card on the field that has an effect that negates Trap Cards' effects.,https://images.ygoprodeck.com/images/cards/3682106.jpg
24096228,Double Spell,Spell Card,spell,Normal,,,,,,"Discard 1 Spell Card, then target 1 Spell Card in your opponent's Graveyard; place that target in the appropriate Zone on your side of the field, and as this card's effect resolution, follow its card text as if you had used it yourself.",https://images.ygoprodeck.com/images/cards/24096228.jpg
43422537,Double Summon,Spell Card,spell,Normal,,,,,,"You can conduct 2 Normal Summons/Sets this turn, not just 1.",https://images.ygoprodeck.com/images/cards/43422537.jpg
67223587,Double Tag Team,Trap Card,trap,Normal,,,,,Gladiator Beast,"Activate only when you Special Summon a ""Gladiator Beast"" monster. Special Summon 1 Level 4 or lower ""Gladiator Beast"" monster from your hand or Deck.",https://images.ygoprodeck.com/images/cards/67223587.jpg
63730624,Double Tool C&D,Spell Card,spell,Equip,,,,,Power Tool,"Equip only to a ""Power Tool Dragon"" or Level 4 or higher Machine-Type ""Morphtronic"" monster you control. While equipped: ● During your turn: It gains 1000 ATK. If it attacks, any effects of the attack target that activate or apply on the field are negated during that Battle Phase. ● During your opponent's turn: Your opponent cannot select a monster other than the equipped monster as an attack target. An opponent's monster that battles the equipped monster is destroyed at the end of the Damage Step.",https://images.ygoprodeck.com/images/cards/63730624.jpg
51976476,Double Trap Hole,Trap Card,trap,Normal,,,,,Hole,If your opponent Special Summons a monster(s) in Defense Position: Banish those monster(s) that were Summoned in (and currently in) Defense Position.,https://images.ygoprodeck.com/images/cards/51976476.jpg
38129297,Double Trigger,Spell Card,spell,Normal,,,,,,"Activate 1 of these effects (but you can only use each effect of ""Double Trigger"" once per turn);
● Fusion Summon 1 Fusion Monster from your Extra Deck, by banishing its materials from your GY, including a ""Rokket"" monster.
● Ritual Summon 1 Ritual Monster from your hand, by banishing monsters from your GY whose total Levels equal or exceed that monster's Level, including a ""Rokket"" monster.",https://images.ygoprodeck.com/images/cards/38129297.jpg
67724434,Double Wild,Spell Card,spell,Quick-Play,,,,,,"Target 1 Level 5 or lower monster you control; add 1 Level 10 monster from your Deck to your hand with the same original Type, then you can discard 1 card, and if you do, Special Summon 1 monster from your hand with that same Type, in Defense Position. You cannot Special Summon for the rest of this turn after this card resolves, except monsters with that original Type. You can only activate 1 ""Double Wild"" per turn.",https://images.ygoprodeck.com/images/cards/67724434.jpg
41927278,Double-Edged Sword,Spell Card,spell,Equip,,,,,,"You can only control 1 ""Double-Edged Sword"". The equipped monster gains 2000 ATK, also both players take any battle damage from attacks involving the equipped monster. If you take 2000 or more battle damage: Send this card to the GY.",https://images.ygoprodeck.com/images/cards/41927278.jpg
21007444,Double-Edged Sword Technique,Trap Card,trap,Normal,,,,,Six Samurai,"Target 2 ""Six Samurai"" monsters in your GY; Special Summon those targets in Attack Position. During the End Phase of this turn, destroy them, and if you do, take damage equal to those destroyed monsters' ATK.",https://images.ygoprodeck.com/images/cards/21007444.jpg
55349196,Double-Headed Dino King Rex,Effect Monster,effect,Dinosaur,EARTH,6.0,1600.0,1200.0,,"If you control no monsters, you can Special Summon this card (from your hand). You can only Special Summon ""Double-Headed Dino King Rex"" once per turn this way. If this card is Normal or Special Summoned: You can target 1 monster on the field with less ATK than the total ATK of all Dinosaur monsters you control; destroy it. You can only use this effect of ""Double-Headed Dino King Rex"" once per turn.",https://images.ygoprodeck.com/images/cards/55349196.jpg
23971061,Doublebyte Dragon,Link Monster,link,Cyberse,DARK,0.0,1500.0,,,"2 Link Monsters
Gains ATK equal to the combined Link Ratings of the monsters used for its Link Summon x 300. Unaffected by monster effects, except Link Monsters' effects, and cannot be destroyed by battle, except by battle with a Link Monster.",https://images.ygoprodeck.com/images/cards/23971061.jpg
76382116,"Dovelgus, Generaider Boss of Iron",Effect Monster,effect,Machine,EARTH,9.0,1500.0,2500.0,Generaider,"You can only control 1 ""Dovelgus, Generaider Boss of Iron"". (Quick Effect): You can Tribute any number of ""Generaider"" monsters and/or Machine monsters; Special Summon, from your hand, in Defense Position, exactly that many ""Generaider"" monsters and/or Machine monsters, all with different names from each other and from the Tributed monsters. You can only use this effect of ""Dovelgus, Generaider Boss of Iron"" once per turn.",https://images.ygoprodeck.com/images/cards/76382116.jpg
96540,Downbeat,Spell Card,spell,Normal,,,,,,"Tribute 1 face-up monster; Special Summon from your Deck, 1 monster with the same original Type and Attribute that the Tributed monster had on the field, but 1 Level lower. You can only activate 1 ""Downbeat"" per turn.",https://images.ygoprodeck.com/images/cards/96540.jpg
72167543,Downerd Magician,XYZ Monster,xyz,Spellcaster,DARK,4.0,2100.0,200.0,,"2 Level 4 Spellcaster-Type monsters
During your Main Phase 2, you can also Xyz Summon this card by using a Rank 3 or lower Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card gains 200 ATK for each Xyz Material attached to it. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. If this card attacked or was attacked, after damage calculation: Detach 1 Xyz Material from this card.",https://images.ygoprodeck.com/images/cards/72167543.jpg
72490637,Dowsing Fusion,Spell Card,spell,Normal,,,,,,"Fusion Summon 1 Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your GY. Only Pendulum Monsters can be used as Fusion Material for this card's effect. You can only activate 1 ""Dowsing Fusion"" per turn.",https://images.ygoprodeck.com/images/cards/72490637.jpg
88413677,Doyon @Ignister,Effect Monster,effect,Cyberse,DARK,4.0,400.0,1600.0,@Ignister,"If this card is Normal or Special Summoned: You can target 1 ""@Ignister"" monster in your GY; add it to your hand. If this card is sent to the GY as material for the Link Summon of a Cyberse monster: You can target 1 ""A.I."" Spell/Trap in your GY; add it to your hand. You can only use each effect of ""Doyon @Ignister"" once per turn.",https://images.ygoprodeck.com/images/cards/88413677.jpg
40702028,DPH Gendamoore,Synchro Tuner Monster,synchro,Cyberse,FIRE,8.0,2000.0,2800.0,,"1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can Special Summon 1 Level 4 Cyberse monster from your GY in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. When your Cyberse monster battles an opponent's monster and inflicts battle damage to them: You can banish this card from your GY; inflict that much damage to your opponent. You can only use each effect of ""DPH Gendamoore"" once per turn.",https://images.ygoprodeck.com/images/cards/40702028.jpg
27995943,Dr. Frankenderp,Effect Monster,effect,Psychic,DARK,3.0,300.0,300.0,,"If this card is Normal or Special Summoned: You can pay 500 LP; look at the top card of your Deck, then place it on the bottom of your Deck, OR reveal it and add it to your hand, but skip your next Draw Phase if added to the hand. You can only use this effect of ""Dr. Frankenderp"" once per turn.",https://images.ygoprodeck.com/images/cards/27995943.jpg
66092596,Draco Awakening,Spell Card,spell,Continuous,,,,,,"When this card is activated: You can add 1 monster from your Deck to your hand (""True Draco"", ""True King"", ""Dracoslayer"" Pendulum, or ""Dracoverlord"" Pendulum). If a face-up ""True Draco"" or ""True King"" monster(s) you control is destroyed by battle or card effect and sent to the GY: You can target 1 of them; place it in your Spell & Trap Zone as a face-up Continuous Spell. You can only use this effect of ""Draco Awakening"" once per turn. You can only activate 1 ""Draco Awakening"" per turn.",https://images.ygoprodeck.com/images/cards/66092596.jpg
5041348,Draco Berserker of the Tenyi,Synchro Monster,synchro,Wyrm,DARK,8.0,3000.0,0.0,Tenyi,"1 Tuner + 1+ non-Tuner monsters
When your opponent activates a monster's effect (Quick Effect): You can banish it. If this attacking card destroys an Effect Monster by battle and sends it to the GY: This card gains ATK equal to the destroyed monster's original ATK, also it can make a second attack on a monster during this Battle Phase. You can only use each effect of ""Draco Berserker of the Tenyi"" once per turn.",https://images.ygoprodeck.com/images/cards/5041348.jpg
14733538,Draco Face-Off,Spell Card,spell,Quick-Play,,,,,Dracoslayer,"Reveal 1 ""Dracoslayer"" Pendulum Monster and 1 ""Dracoverlord"" Pendulum Monster from your Deck, your opponent randomly picks 1 of them for you to place in your Pendulum Zone or Special Summon (your choice), and you add the other card to your Extra Deck face-up. You can only activate 1 ""Draco Face-Off"" per turn.",https://images.ygoprodeck.com/images/cards/14733538.jpg
23935886,Draco Masters of the Tenyi,Link Monster,link,Wyrm,LIGHT,,2600.0,,Tenyi,"2+ monsters, including a Link Monster
Cannot be destroyed by battle with an Effect Monster. If you control no other Effect Monsters: You can destroy Effect Monsters your opponent controls, up to the number of non-Effect Monsters you control and/or in your GY. You can only use this effect of ""Draco Masters of the Tenyi"" once per turn.",https://images.ygoprodeck.com/images/cards/23935886.jpg
9070454,Draco-Utopian Aura,Trap Card,trap,Counter,,,,,,"When your opponent activates a monster effect on the field: Negate the activation, and if you do, destroy that card, then, you can apply the following effect.
● Banish 1 monster from your hand, and if you do, Special Summon the monster that was destroyed and sent to the GY by this effect to your field, but negate its effects.
You can only activate 1 ""Draco-Utopian Aura"" per turn.",https://images.ygoprodeck.com/images/cards/9070454.jpg
38745520,"Dracoback, the Rideable Dragon",Spell Card,spell,Equip,,,,,Adventurer Token,"Equip only to a monster you control. You can only control 1 ""Dracoback, the Rideable Dragon"". You can only use each of the following effects of ""Dracoback, the Rideable Dragon"" once per turn. While this card is equipped to a non-Effect Monster: You can target 1 card your opponent controls; return it to the hand. If this card is sent to the GY: You can target 1 ""Adventurer Token"" you control; equip this card to that target.",https://images.ygoprodeck.com/images/cards/38745520.jpg
16960351,Dracocension,Spell Card,spell,Continuous,,,,,,"Once per turn: You can Tribute 1 Dragon-Type monster that has a Level; Special Summon, from your Deck, 1 Wyrm-Type monster with the same Level as the Tributed monster's original Level, and if you do, any monster destroyed by battle with that monster is shuffled into the Deck instead of going to the Graveyard.",https://images.ygoprodeck.com/images/cards/16960351.jpg
90887783,Draconnection,Spell Card,spell,Normal,,,,,,"Reveal 1 Dragon-Type monster in your hand, add 1 Dragon-Type monster with the same Level from your Deck to your hand, then shuffle the revealed monster into the Deck.",https://images.ygoprodeck.com/images/cards/90887783.jpg
62706865,Draconnet,Effect Monster,effect,Cyberse,DARK,3.0,1400.0,1200.0,,When this card is Normal Summoned: You can Special Summon 1 Level 2 or lower Normal Monster from your hand or Deck in Defense Position.,https://images.ygoprodeck.com/images/cards/62706865.jpg
42596828,Dracoon Lamp,Effect Monster,effect,Wyrm,FIRE,4.0,500.0,2000.0,,"Once per turn (Quick Effect): You can discard 1 Wyrm monster; this card gains 1000 DEF until the end of this turn. Once per battle, during damage calculation, if this Attack Position card battles an Attack Position monster (Quick Effect): You can apply each card's DEF for damage calculation.",https://images.ygoprodeck.com/images/cards/42596828.jpg
33760966,Dracotail Arthalion,Fusion Monster,fusion,Dragon,EARTH,8.0,3000.0,2500.0,Dracotail,"1 ""Dracotail"" monster + 1+ monsters in the hand
If this card is Fusion Summoned: You can target monsters on the field and/or GYs, up to the number of monsters used as material from the hand; return them to the hand. If 2 or more monsters are sent to the GY at the same time, while this card is in your GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Dracotail Arthalion"" once per turn.",https://images.ygoprodeck.com/images/cards/33760966.jpg
1498449,Dracotail Faimena,Effect Monster,effect,Spellcaster,WATER,5.0,1300.0,2500.0,Dracotail,"During the Main Phase (Quick Effect): You can discard this card; Fusion Summon 1 Dragon or Spellcaster Fusion Monster from your Extra Deck, using monsters from your hand or field. If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck. You can only use each effect of ""Dracotail Faimena"" once per turn.",https://images.ygoprodeck.com/images/cards/1498449.jpg
5431722,Dracotail Flame,Trap Card,trap,Normal,,,,,Dracotail,"Target 1 face-up Spell on the field; negate its effects (until the end of this turn), then you can place 1 ""Dracotail"" card from your GY or banishment on the bottom of the Deck, except ""Dracotail Flame"", then draw 1 card. You can only activate 1 ""Dracotail Flame"" per turn.",https://images.ygoprodeck.com/images/cards/5431722.jpg
79755671,Dracotail Gulamel,Fusion Monster,fusion,Spellcaster,WATER,7.0,2800.0,2300.0,Dracotail,"1 ""Dracotail"" monster + 1 monster in the hand
When you activate a ""Dracotail"" card or effect (Quick Effect): You can target 1 card your opponent controls; destroy it. If 2 or more monsters are sent to the GY at the same time, while this card is in your GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Dracotail Gulamel"" once per turn.",https://images.ygoprodeck.com/images/cards/79755671.jpg
69932023,Dracotail Horn,Trap Card,trap,Normal,,,,,Dracotail,"Target 1 Attack Position monster on the field; return it to the hand/Extra Deck, then you can place 1 ""Dracotail"" card from your GY or banishment on the bottom of the Deck, except ""Dracotail Horn"", then draw 1 card. You can only activate 1 ""Dracotail Horn"" per turn.",https://images.ygoprodeck.com/images/cards/69932023.jpg
75003700,Dracotail Lukias,Effect Monster,effect,Spellcaster,EARTH,4.0,1800.0,700.0,Dracotail,"If this card is Normal or Special Summoned: You can add 1 ""Dracotail"" monster from your Deck to your hand, except ""Dracotail Lukias"". If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck. You can only use each effect of ""Dracotail Lukias"" once per turn.",https://images.ygoprodeck.com/images/cards/75003700.jpg
7375867,Dracotail Mululu,Effect Monster,effect,Dragon,DARK,3.0,1100.0,1500.0,Dracotail,"During the Main Phase (Quick Effect): You can Fusion Summon 1 ""Dracotail"" Fusion Monster from your Extra Deck, using monsters from your hand or field, also you cannot Special Summon from the Extra Deck for the rest of this turn, except Fusion Monsters. If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck, then you can negate the effects of 1 face-up monster your opponent controls. You can only use each effect of ""Dracotail Mululu"" once per turn.",https://images.ygoprodeck.com/images/cards/7375867.jpg
44482554,Dracotail Pan,Effect Monster,effect,Dragon,WIND,7.0,2700.0,1700.0,Dracotail,"If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck, then you can destroy 1 monster on the field. If a face-up Fusion Monster(s) you control is destroyed by an opponent's card effect, while this card is in your GY (except during the Damage Step): You can place this card on the bottom of your Deck, and if you do, Special Summon 1 non-Fusion ""Dracotail"" monster from your GY. You can only use each effect of ""Dracotail Pan"" once per turn.",https://images.ygoprodeck.com/images/cards/44482554.jpg
84477320,Dracotail Phryxul,Effect Monster,effect,Spellcaster,LIGHT,2.0,800.0,1500.0,Dracotail,"If this card is Normal or Special Summoned: You can target 1 ""Dracotail"" monster in your GY, except ""Dracotail Phryxul""; Special Summon it, then return 1 monster you control to the hand. If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck. You can only use each effect of ""Dracotail Phryxul"" once per turn.",https://images.ygoprodeck.com/images/cards/84477320.jpg
42125140,Dracotail Shaurus,Fusion Monster,fusion,Dragon,LIGHT,,2400.0,1500.0,Dracotail,"1 ""Dracotail"" monster + 1 monster in the hand
You can target 2 ""Dracotail"" cards in your GY, and 1 face-up card on the field of the same type (Monster, Spell, or Trap) as 1 of them; shuffle all 3 into the Deck. If 2 or more monsters are sent to the GY at the same time, while this card is in your GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Dracotail Shaurus"" once per turn.",https://images.ygoprodeck.com/images/cards/42125140.jpg
80208225,Dracotail Sting,Trap Card,trap,Normal,,,,,Dracotail,"Target 1 monster and/or 1 Spell/Trap in your opponent's GY; banish them, then you can place 1 ""Dracotail"" card from your GY or banishment on the bottom of your Deck, except ""Dracotail Sting"", then draw 1 card. You can only activate 1 ""Dracotail Sting"" per turn.",https://images.ygoprodeck.com/images/cards/80208225.jpg
70871153,Dracotail Urgula,Effect Monster,effect,Dragon,FIRE,6.0,2400.0,1000.0,Dracotail,"If this card is sent to the GY as material for a Fusion Summon: You can Set 1 ""Dracotail"" Spell/Trap from your Deck, then you can destroy 1 Spell/Trap on the field. If this card is in your GY: You can target 1 Spellcaster ""Dracotail"" monster in your GY; place this card on the bottom of your Deck, and if you do, add that monster to your hand. You can only use each effect of ""Dracotail Urgula"" once per turn.",https://images.ygoprodeck.com/images/cards/70871153.jpg
65737274,Dragard,Effect Monster,effect,Dragon,DARK,4.0,1300.0,1900.0,,"When this card is Normal Summoned: You can target 1 Normal Monster with 1000 or less ATK in your Graveyard; Special Summon that target in face-up Defense Position. Once per turn: You can Tribute 1 Dragon-Type monster, then target 1 face-up monster you control; until the End Phase, its Level becomes 8, and if it does, it gains 800 ATK.",https://images.ygoprodeck.com/images/cards/65737274.jpg
16435215,Dragged Down into the Grave,Spell Card,spell,Normal,,,,,,"Both players reveal their hands, each chooses 1 card from their opponent's hand, then you discard the chosen cards from both players' hands, then both players draw 1 card.",https://images.ygoprodeck.com/images/cards/16435215.jpg
45593826,"Draghig, Malebranche of the Burning Abyss",Effect Monster,effect,Fiend,DARK,3.0,1100.0,900.0,Burning Abyss,"If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of these effects of ""Draghig, Malebranche of the Burning Abyss"" per turn, and only once that turn.
● If you control no Spell/Trap Cards: You can Special Summon this card from your hand.
● If this card is sent to the Graveyard: You can choose 1 ""Burning Abyss"" card from your Deck and place it on top of your Deck.",https://images.ygoprodeck.com/images/cards/45593826.jpg
21435914,Dragocytos Corrupted Nethersoul Dragon,Synchro Monster,synchro,Dragon,DARK,10.0,4000.0,2000.0,,"1 DARK Tuner + 1 non-Tuner Dragon-Type monster
Cannot be destroyed by battle. When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can activate this effect; this card can make a second attack on an opponent's monster in a row. During your Standby Phase: You can target 1 face-up monster your opponent controls; its ATK becomes half its current ATK, and if it does, inflict damage to your opponent equal to that lost ATK.",https://images.ygoprodeck.com/images/cards/21435914.jpg
65472618,"Dragodies, the Empowered Warrior",Pendulum Effect Monster,effect_pendulum,Warrior,LIGHT,4.0,1500.0,1500.0,Empowered Warrior,"[ Pendulum Effect ] 
At the start of the Damage Step, if a monster you control battles an opponent's face-up monster: You can discard 1 card; the opponent's battling monster's ATK and DEF become half its current ATK and DEF (even if this card leaves the field).

[ Monster Effect ] 
If this card in its owner's Monster Zone is destroyed by your opponent's attack or card effect: You can add 1 Warrior or Spellcaster-Type monster with 2000 or less ATK from your Deck to your hand, except ""Dragodies, the Empowered Warrior"", during the End Phase of this turn.",https://images.ygoprodeck.com/images/cards/65472618.jpg
48705086,Dragolithia Kunzite,Effect Monster,effect,Dragon,EARTH,8.0,0.0,0.0,Gem Dragon,"If this card is in your hand: You can send 1 Level 7 or higher Normal Monster from your hand or Deck to the GY, and if you do, Special Summon this card. You can banish this card from your GY, then target 1 Normal Monster in your GY; Special Summon it in Defense Position. You can only use 1 ""Dragolithia Kunzite"" effect per turn, and only once that turn.",https://images.ygoprodeck.com/images/cards/48705086.jpg
76218313,Dragon Buster Destruction Sword,Tuner Monster,effect,Dragon,DARK,1.0,400.0,300.0,Destruction Sword,"You can target 1 ""Buster Blader"" you control; equip this monster from your hand or your side of the field to that target. While this card is equipped to a monster, your opponent cannot Special Summon monsters from the Extra Deck. While this card is equipped to a monster: You can Special Summon this equipped card. You can only use this effect of ""Dragon Buster Destruction Sword"" once per turn.",https://images.ygoprodeck.com/images/cards/76218313.jpg
300202003,Dragon Caller,Skill Card,skill,Kaiba,,,,,,"[Flip this card over when you activate this Skill.] 

Once per Duel, you can use 1 of the following Skills.
• If you successfully Normal Summon “Lord of D.”, add 1 “The Flute of Summoning Dragon” from your Deck or GY to your hand.
• Reveal “The Flute of Summoning Dragon” from your hand, then add 1 “Lord of D.” from your Deck or GY to your hand.",https://images.ygoprodeck.com/images/cards/300202003.jpg
50045299,Dragon Capture Jar,Trap Card,trap,Continuous,,,,,,"Change all face-up Dragon-Type monsters on the field to Defense Position, also they cannot change their battle positions.",https://images.ygoprodeck.com/images/cards/50045299.jpg
38955728,Dragon Core Hexer,Normal Tuner Monster,normal,Dragon,DARK,8.0,2300.0,3000.0,,"Many years of dragonslaying have bathed this huntress in countless amounts of blood. Each drop gave her more power, but at a terrible price, as her cursed body now spreads the dragontaint like an epidemic. No village will take her in, and she no longer even remembers what inspired her crusade in the first place.",https://images.ygoprodeck.com/images/cards/38955728.jpg
76066541,Dragon Dowser,Effect Monster,effect,Wyrm,EARTH,4.0,1500.0,1500.0,,"When this card is destroyed by battle and sent to the Graveyard, or when this card you control is destroyed by an opponent's card effect and sent to your Graveyard: You can Special Summon 1 EARTH Pendulum Monster from your Deck in Defense Position, but destroy it during the End Phase. You can only use this effect of ""Dragon Dowser"" once per turn.",https://images.ygoprodeck.com/images/cards/76066541.jpg
300302064,Dragon Force,Skill Card,skill,Nightshroud,,,,,,"Once per turn, during your Main Phase, you can banish 1 Dragon Normal Monster from your GY to make 1 Dragon Normal Monster you control gain 200 ATK x that banished monster's Level until the end of this turn, also if it attacks a Defense Position monster this turn, inflict piercing battle damage to your opponent.",https://images.ygoprodeck.com/images/cards/300302064.jpg
9567495,Dragon Gate,XYZ Monster,xyz,Zombie,EARTH,6.0,1100.0,2800.0,,"2 Level 6 monsters
Once per turn, you can also Xyz Summon ""Dragon Gate"" by using 1 Rank 3 or lower Xyz Monster you control (transfer its materials). Cannot be used as material for an Xyz Summon the turn it was Xyz Summoned. Once per turn: You can activate this effect; for the rest of this turn, this card can attack all monsters your opponent controls, once each, also detach any number of materials from this card, and if you do, it gains 1000 ATK for each card type (Monster, Spell, or Trap) detached, and if it does, any monsters your opponent currently controls lose that much ATK.",https://images.ygoprodeck.com/images/cards/9567495.jpg
21970285,Dragon Horn Hunter,Pendulum Normal Monster,normal_pendulum,Warrior,DARK,6.0,2300.0,1000.0,,"[ Pendulum Effect ] 
All Normal Monsters gain 200 ATK. You take no battle damage from battles involving Normal Monsters you control.

[ Monster Effect ] 
''The horns were needed to prepare a medicine for her village, suffering from a plague. Unknown to her, the dragons burned and trampled her village, once displaced from their den.''",https://images.ygoprodeck.com/images/cards/21970285.jpg
